label	bucket	rows	n_docs	fields	example_context
LMG 19157T	strain designation	1	1	strains	...at YLB-11T was most closely related Vibrio mytili [[LMG 19157T]] (98.9 % nucleotide sequence identity). Phylogenet...
LM112T	strain designation	1	1	strains	...ov. are proposed, represented by the type strains [[LM112T]] (=DSM 116216T=HAMBI 3782T) and R4T (=DSM 116183T=...
LLJ827T	strain designation	1	1	strains	A novel marine bacterium, strain [[LLJ827T]], was isolated from deep-sea waters from the Yonag...; ...s of 3-10%. The pr
LLG6346-3.1T	strain designation	1	1	strains	Strain [[LLG6346-3.1T]], isolated from the thallus of the brown alga Eric...; ...lly at 30-33 °C, at pH 8-8.5 and with 4
LKC2W	strain designation	1	1	strains	...od-shaped, non-motile strains (DC2WT, DC25WT, and [[LKC2W]]) were isolated from streams in China. Comparisons...; ...
LKC17WT	strain designation	1	1	strains	...8WT, BYS87WT, BYS96WT, BYS180WT, DC23WT, DXS20WT, [[LKC17WT]] and LYH14WT) were isolated from streams in China ...; .
LJ756	strain designation	1	1	strains	Four strains (LJ668T/[[LJ756]] and CY350T/CY353) belonging to the genus Chryseob...; ...A gene sequence alignment, the s
LG1T	strain designation	1	1	strains	...h the closest related species Marinitoga lauensis [[LG1T]]. The complete genome of strain BP5-C20AT is 2.44 ...; ... 
LJ668T	strain designation	1	1	strains	Four strains ([[LJ668T]]/LJ756 and CY350T/CY353) belonging to the genus Ch...; ...16S rRNA gene sequence alignment, the 
LJ205T	strain designation	1	1	strains	Six novel strains ([[LJ205T]], TR449, ZJ450T, ZJ454, ZJ70T and ZJ77) were isola...; ...gative, catalase-positive and rod
LJ1	strain designation	1	1	strains	...osest relationship to 'Pectobacterium colocasium' [[LJ1]], whereas Pectobacterium parmentieri RNS 08-42-1AT...
LIPI11-2-Ac043T	strain designation	1	1	strains	...I11-2-Ac042T (97.2 %) and Actinoplanes bogorensis [[LIPI11-2-Ac043T]] (97.2 %). Phylogenetic analysis of the 16S rRNA
LIPI11-2-Ac042T	strain designation	1	1	strains	...us IFO 15555T (97.6 %), Actinoplanes cibodasensis [[LIPI11-2-Ac042T]] (97.2 %) and Actinoplanes bogorensis LIPI11-2-A
LHSS19-1T	strain designation	1	1	strains	...d halophilic sulphur-oxidizing bacterial strains ([[LHSS19-1T]] and GHLCS8-2) were isolated from High Arctic hype...;
LH1063T	strain designation	1	1	strains	...nocarcinoma with ductal carcinoma in situ. Strain [[LH1063T]] was isolated from a healthy 51-year-old female. I...; .
LH1062T	strain designation	1	1	strains	...e Norwich and Norfolk University Hospital. Strain [[LH1062T]] was isolated from a 58-year-old female diagnosed ...; .
LGM 23560	strain designation	1	1	strains	... 102162T (96.73 %), Ligilactobacillus araffinosus [[LGM 23560]] (96.66 %) and Ligilactobacillus salivarius JCM 12...
NCTC 14987T	strain designation	1	1	strains	"...genic. The type strain is PAM 2766T (=CETC 30995T=[[NCTC 14987T]]).
"
NM3R9T	strain designation	1	1	strains	..., motile endophytic bacterial strains, designated [[NM3R9T]], NE1TT3, NE2TL11 and NE2HP2T, were isolated from ...; ..
NCTC 15074T	strain designation	1	1	strains	...vanensis sp. nov. (type strain RM3662T=LMG 33097T=[[NCTC 15074T]]), Campylobacter porcelli sp. nov. (type strain RM..
UG2_2	strain designation	1	1	strains	Two bacteria, UG2_1T and [[UG2_2]], were isolated from the gill tissues of the mangr...; ...gene sequences indicated tha
V4	strain designation	1	1	strains	... sp.' Phi (100 %), 'Methylacidiphilum infernorum' [[V4]] (99.02 %) and 'Methylacidiphilum sp.' RTK17.1 (99...
V3/K/3/5T	strain designation	1	1	strains	...ening of beef, Pseudomonas strains V3/3/4/13T and [[V3/K/3/5T]] were isolated. Strain V3/3/4/13T exhibited more t...;
V3/3/4/13T	strain designation	1	1	strains	...age-related ripening of beef, Pseudomonas strains [[V3/3/4/13T]] and V3/K/3/5T were isolated. Strain V3/3/4/13T ex...
V21-05T	strain designation	1	1	strains	A novel actinobacterial strain [[V21-05T]] was isolated from the thallus of the foliose lich...; ...whole-genome sequenc
V10/022878T	strain designation	1	1	strains	"... 2010T (=ATCC BAA-2258T=NBRC 107862T=NCBI 948105T=[[V10/022878T]]).
"
V. paradoxus DS996	strain designation	1	1	strains	...NO29, V. paradoxus 110B, Variovorax sp. BK613 and [[V. paradoxus DS996]] were well over thresholds (95-96%, 70%), of 
V. paradoxus 110B	strain designation	1	1	strains	...riovorax sp. 1126, Variovorax paradoxus SMAGNO29, [[V. paradoxus 110B]], Variovorax sp. BK613 and V. paradoxus DS996 
Ureaplasma gallorale ATCC 43346T	strain designation	1	1	strains	...st closely related, validly named type strain was [[Ureaplasma gallorale ATCC 43346T]] (89.4% similarity). The averag
UWOPS 00-107.2T	strain designation	1	1	strains	...solates were closely related to Starmerella vitae [[UWOPS 00-107.2T]] and Starmerella bombi NRRL Y-17081T. They diffe
UW52T	strain designation	1	1	strains	...acterial strains, designated as W4T, FW7T, TW48T, [[UW52T]], PT-3T, and RJY3T, were isolated from soil sample...; ...
USDA-ARS-USMARC-56711	strain designation	1	1	strains	... bacterial genomes identified Pseudomonas isolate [[USDA-ARS-USMARC-56711]], isolated from a clinically healthy calf 
USC-21048T	strain designation	1	1	strains	Strains USC-21046T and [[USC-21048T]] were isolated from foaming coastal marine waters ...; ...thyl. The mycolic acids o
USC-21046T	strain designation	1	1	strains	Strains [[USC-21046T]] and USC-21048T were isolated from foaming coastal...; ...d C18 : 0 10-methyl. The mycolic acids o
URM 95352	strain designation	1	1	strains	...orphological traits. The holotype of S. ramosa is [[URM 95352]]. The ex-type strain has been deposited in the Mic...
URM 8722	strain designation	1	1	strains	... Micoteca URM culture collection as URM 8721T and [[URM 8722]]. The MycoBank accession number is MB 849456 for t...
URM 8721T	strain designation	1	1	strains	...posited in the Micoteca URM culture collection as [[URM 8721T]] and URM 8722. The MycoBank accession number is MB...
UR115T	strain designation	1	1	strains	A novel bacterial strain [[UR115T]] belonging to the class Alphaproteobacteria was is...; ...was isolated from tomato rh
UPII 610-JT	strain designation	1	1	strains	...ale genital tract. Both novel species, designated [[UPII 610-JT]] and KA00274T, and an additional isolate of each s..
UJN715	strain designation	1	1	strains	...d a distinct clade with 'Chelativorans alearense' [[UJN715]] and 'Chelativorans xinjiangense' lm93 with sequen...
UICC B-128T	strain designation	1	1	strains	"...ov., is proposed. The type strain is S3.2.2.5T (= [[UICC B-128T]] = CGMCC 1.61913T = KCTC 43728T).
"
UGent 18.01T	strain designation	1	1	strains	... and dDDH values (59.8 %) with Gardnerella piotii [[UGent 18.01T]], and strain c31Ua_26T revealed highest ANI (84.2 .
V5/DAB/2/5T	strain designation	1	1	strains	...domonas piscicola P50T and Pseudomonas paracarnis [[V5/DAB/2/5T]], respectively. However, the results of multilocus..
V8 juice agar	growth medium / component	1	1	chemical_utilization_object	...eliospores on potato dextrose agar (PDA) and 10 % [[V8 juice agar]], but teliospore germination with basidia was not 
VA15T	strain designation	1	1	strains	
Vanderwaltozyma japonica	taxon (not in NCBITaxon)	1	1	study_taxa	...ven strains represent a novel species, designated [[Vanderwaltozyma japonica]] sp. nov. The holotype is NBRC 11078T (
Variovorax jilinensis	taxon (not in NCBITaxon)	1	1	study_taxa	...s sp. nov. (J22R133T=CGMCC 1.61263T=KACC 23368T), [[Variovorax jilinensis]] sp. nov. (J22P168T=CGMCC 1.64555T=KACC 23
Variovorax gracilis	taxon (not in NCBITaxon)	1	1	study_taxa	...s sp. nov. (J2P1-59T=CGMCC 1.60707T=KACC 23366T), [[Variovorax gracilis]] sp. nov. (J22R24T=CGMCC 1.61001T=KACC 23367
Variovorax fucosicus	taxon (not in NCBITaxon)	1	1	study_taxa	...p. nov. (J22R187T=CGMCC 1.64629T=KACC 23374T) and [[Variovorax fucosicus]] sp. nov. (J22R193T=CGMCC 1.64631T=KACC 233
Variovorax flavidus	taxon (not in NCBITaxon)	1	1	study_taxa	...s sp. nov. (J2L1-78T=CGMCC 1.60704T=KACC 23365T), [[Variovorax flavidus]] sp. nov. (J2P1-59T=CGMCC 1.60707T=KACC 2336
Variovorax davisae	taxon (not in NCBITaxon)	1	1	study_taxa	...s sp. nov. (J22P168T=CGMCC 1.64555T=KACC 23372T), [[Variovorax davisae]] sp. nov. (J22P271T=CGMCC 1.64593T=KACC 23373
Variovorax brevis	taxon (not in NCBITaxon)	1	1	study_taxa	...is sp. nov. (J22R24T=CGMCC 1.61001T=KACC 23367T), [[Variovorax brevis]] sp. nov. (J22R133T=CGMCC 1.61263T=KACC 23368T
Variovorax arabinosiphilus	taxon (not in NCBITaxon)	1	1	study_taxa	...ovorax, for which we propose the following names: [[Variovorax arabinosiphilus]] sp. nov. (J2L1-78T=CGMCC 1.60704T=KA
Vanderwaltozyma urihicola	taxon (not in NCBITaxon)	1	1	study_taxa	... other species of this genus. We propose the name [[Vanderwaltozyma urihicola]] sp. nov. (CBS 18107T, MycoBank MB 856
Vanderwaltozyma osmotolerans	taxon (not in NCBITaxon)	1	1	study_taxa	...enetic and phenotypic characteristics, we propose [[Vanderwaltozyma osmotolerans]] sp. nov. to accommodate these isol
Val9T	strain designation	1	1	strains	...ic and bioemulsifier-producing strain, denoted as [[Val9T]], was isolated from soil sampled at Vale Ulman, Ki...; ...
VK-A6T	strain designation	1	1	strains	
VTCC 12812T	strain designation	1	1	strains	"...ffinosi sp. nov. The type strain is BME SL 6.1T (=[[VTCC 12812T]]=NBRC 116368T).
"
VSW210T	strain designation	1	1	strains	...h Ruegeria alba 1NDH52CT, Salipiger manganoxidans [[VSW210T]] and Salipiger thiooxidans DSM 10146T; 95.3% with ...
VN07A0015T	strain designation	1	1	strains	... CCTCC AA 206006T (98.7 %), Yinghuangia catbensis [[VN07A0015T]] (98.3 %) and Yinghuangia aomiensis M24DS4T (98.2 ...
VKPM B-7519T	strain designation	1	1	strains	...its nearest neighbour Paenibacillus mucilaginosus [[VKPM B-7519T]]. Its chemotaxonomic properties included MK-7 as t.
VKM B-3888T	strain designation	1	1	strains	"...dinivis sp. nov. (type strain G.S.17T=BIM B-1635T=[[VKM B-3888T]]).
"
VKM B-3887T	strain designation	1	1	strains	...erimontis sp. nov. (type strain TMP9T=BIM B-1560T=[[VKM B-3887T]]) and Pseudomonas viridinivis sp. nov. (type strai..
VKM B-3671T	strain designation	1	1	strains	"...pe strain is bsSlp3-1T (=BIM B-1768T=NBIMCC 9098T=[[VKM B-3671T]]).
"
VKM Ac-2118T	strain designation	1	1	strains	...um aurantiacum NCDO 739T (98.26%) and B. antiquum [[VKM Ac-2118T]] (98.14%). Strain CBA3109T contained MK-8(H2) as t.
VKM Ac-1457T	strain designation	1	1	strains	...psis umidischolae 66/93T and Nocardiopsis tropica [[VKM Ac-1457T]], with 98.65 and 98.39 % sequence similarity, resp.
UGRO018_0423T	strain designation	1	1	strains	...tile, rod-shaped, obligately anaerobic bacterium ([[UGRO018_0423T]]) from faecal samples of a healthy adult. The stra
UG2_1T	strain designation	1	1	strains	Two bacteria, [[UG2_1T]] and UG2_2, were isolated from the gill tissues of...; ...n 16S rRNA gene sequences indicated th
Variovorax paradoxus SMAGNO29	strain designation	1	1	strains	...p. 369, Variovorax sp. 1128, Variovorax sp. 1126, [[Variovorax paradoxus SMAGNO29]], V. paradoxus 110B, Variovorax sp
UFMG-CM-Y6991	strain designation	1	1	strains	...ated that the novel species represented by strain [[UFMG-CM-Y6991]] is phylogenetically closer to Saccharomycopsis fo
Torulaspora lindneri	taxon (not in NCBITaxon)	1	1	study_taxa	...cies in the genus Torulaspora, for which the name [[Torulaspora lindneri]] sp. nov. (holotype strain CGMCC 2.7783) is
Tom532T	strain designation	1	1	strains	...d that the two peach-coloured strains CFBP 8615T ([[Tom532T]]) and CFBP 8616 (Tom495) were phylogenetically dis...; .
Tom495	strain designation	1	1	strains	...oured strains CFBP 8615T (Tom532T) and CFBP 8616 ([[Tom495]]) were phylogenetically distinct from all validly ...
Tmos10T	strain designation	1	1	strains	...ed bacterial strains, designated GW2-5T, WM1T and [[Tmos10T]], were isolated from distinct environments in the ...; .
Tifton1T	strain designation	1	1	strains	...sp. nov. for this new species. The type strain is [[Tifton1T]] and has been deposited into the American Type Cul...
Thermorhabdus hydrogeniformans	taxon (not in NCBITaxon)	1	1	study_taxa	... novel species in a new genus, for which the name [[Thermorhabdus hydrogeniformans]] gen. nov., sp. nov. is proposed.
Thaumasiovibrio clandestinus	taxon (not in NCBITaxon)	1	1	study_taxa	... of the genus Thaumasiovibrio, for which the name [[Thaumasiovibrio clandestinus]] sp. nov. is proposed. The type str
TexasT	strain designation	1	1	strains	...enus Methylococcus, i.e. Methylococcus capsulatus [[TexasT]] (98.62%) and Methylococcus geothermalis IM1T (98....
Terrirhizobium terrae	taxon (not in NCBITaxon)	1	1	study_taxa	...transfer of A. terrae to the newly proposed genus [[Terrirhizobium terrae]] gen. nov., comb. nov. Several non-nodulat
Terrihabitans aquatilis	taxon (not in NCBITaxon)	1	1	study_taxa	"...19187T=KCTC 92343T) as a novel species designated [[Terrihabitans aquatilis]] sp. nov.
"
Ter91T	strain designation	1	1	strains	...8 %), C. fungivorans Ter6T(98.97 %), C. pratensis [[Ter91T]] (98.76 %), C. humicola RLT1W51T (98.46 %) and C. ...
Ter6T	strain designation	1	1	strains	...ity to C. arenae Ter10T (99.38 %), C. fungivorans [[Ter6T]](98.97 %), C. pratensis Ter91T (98.76 %), C. humic...
Ter10T	strain designation	1	1	strains	...imonas with high sequence similarity to C. arenae [[Ter10T]] (99.38 %), C. fungivorans Ter6T(98.97 %), C. prat...
Tenebrio molitor	taxon (not in NCBITaxon)	1	1	study_taxa	...m, designated NB10T, was isolated from the gut of [[Tenebrio molitor]]. The isolate was rod-shaped, aerobic, non-moti
Tenacibaculum xiamenense LMG 27422T	strain designation	1	1	strains	...larity to Tenacibaculum skagerrakense DSM 14836T, [[Tenacibaculum xiamenense LMG 27422T]] and Tenacibaculum holothuri
Tenacibaculum skagerrakense DSM 14836T	strain designation	1	1	strains	... and 190130A14aT showed the highest similarity to [[Tenacibaculum skagerrakense DSM 14836T]], Tenacibaculum xiamenens
Tenacibaculum salmonis	taxon (not in NCBITaxon)	1	1	study_taxa	...typic, phylogenetic and genotypic data presented, [[Tenacibaculum salmonis]] sp. nov. is proposed here with type stra
Tenacibaculum holothuriorum S2-2T	strain designation	1	1	strains	...M 14836T, Tenacibaculum xiamenense LMG 27422T and [[Tenacibaculum holothuriorum S2-2T]], respectively. Digital DNA-DN
Tenacibaculum finnmarkense gv ulcerans	taxon (not in NCBITaxon)	1	1	study_taxa	
Tenacibaculum finnmarkense gv finnmarkense	taxon (not in NCBITaxon)	1	1	study_taxa	... %), Tenacibaculum dicentrarchi 35/09T (81.08 %), [[Tenacibaculum finnmarkense gv finnmarkense]] TNO006T (80.91 %) an
Tamlana sedimenti	taxon (not in NCBITaxon)	1	1	study_taxa	... Catalinimonas, respectively, for which the names [[Tamlana sedimenti]] sp. nov. and Catalinimonas locisalis sp. nov.
Tu 6233T	strain designation	1	1	strains	... was most closely related to Klenkia brasiliensis [[Tu 6233T]] (99.2 %), Klenkia marina YIM M13156T (99.1 %), an...
Tuanshanicoccus lijuaniae	taxon (not in NCBITaxon)	1	1	study_taxa	.... nov. (zg-252T = GDMCC 1.1725T = JCM 34096T) and [[Tuanshanicoccus lijuaniae]] sp. nov. (zg-1292T = GDMCC 1.2118T = 
Tuanshanicoccus yangjingiae	taxon (not in NCBITaxon)	1	1	study_taxa	...ith two species in this novel genus, type species [[Tuanshanicoccus yangjingiae]] gen. nov., sp. nov. (zg-252T = GDMC
UCCCB 178T	strain designation	1	1	strains	...lavobacterium magnesitis for strains FBOR7N2.3T (=[[UCCCB 178T]]=CECT 30976T) and FZUR7N2.5 (=UCCCB 216=CECT 31036...
UDD2T	strain designation	1	1	strains	...ngosinicella humi QZX222T, Sphingosinicella flava [[UDD2T]] and Sphingosinicella vermicomposti KCTC 22446T. D...
UD2202	strain designation	1	1	strains	...illus zeae DSM 20178T, together with CECT9104 and [[UD2202]], whose genomic sequences are available from NCBI ...
UCM-2T	strain designation	1	1	strains	... ginsengisoli Gsoil 3165T, Variovorax ureilyticus [[UCM-2T]] and Variovorax humicola UC38T. Phylogenomic analy...
UCCCB172T	strain designation	1	1	strains	...is codii sp. nov. (type strain CT-R113T=LMG33234T=[[UCCCB172T]]) and Rhodococcus chondri sp. nov. (type strain CC...
UCCCB171T	strain designation	1	1	strains	"... chondri sp. nov. (type strain CC-R104T=LMG33233T=[[UCCCB171T]]) are proposed.
"
UCCCB 217T	strain designation	1	1	strains	"... proposed. The type strain is RHTr2T (=JCM 37598T=[[UCCCB 217T]]).
"
UCCCB 216	strain designation	1	1	strains	"...R7N2.3T (=UCCCB 178T=CECT 30976T) and FZUR7N2.5 (=[[UCCCB 216]]=CECT 31036).
"
UCCCB 212T	strain designation	1	1	strains	"...sbonensis sp. nov. (type strain NE40T=DSM 118084T=[[UCCCB 212T]]).
"
UCCCB 179T	strain designation	1	1	strains	...lavobacterium zubiriense for strain FZUC8N2.13T (=[[UCCCB 179T]]=CECT 30977T) and Flavobacterium magnesitis for st...
UCCCB 170T	strain designation	1	1	strains	"...spinulae sp. nov. (type strain Aq349T=DSM 115834T=[[UCCCB 170T]]=ATCC TSD-361T).
"
TÜ4103T	strain designation	1	1	strains	Strain [[TÜ4103T]] was originally sampled from Java, Indonesia and d...; ... was found to be an antibiotic producer as s
UCCCB 169T	strain designation	1	1	strains	...uimarini sp. nov. (type strain Aq135T=DSM 115833T=[[UCCCB 169T]]=ATCC TSD-360T) and Aquimarina spinulae sp. nov. (...
UCCCB 131T	strain designation	1	1	strains	... chemotaxonomic data showed that strain SL12-8T (=[[UCCCB 131T]]=CECT 30762T) represents the type of a novel speci...
